Classifier,CV_Folds,Accuracy_Mean,Accuracy_Std,F1_Mean,F1_Std,Precision_Mean,Precision_Std,Recall_Mean,Recall_Std,AUC_ROC_Mean,AUC_ROC_Std,MCC_Mean,MCC_Std,Top_Feature_1,Top_Feature_2,Top_Feature_3,True_Negative,False_Positive,False_Negative,True_Positive,Selected_Features_Count
K-Neighbors (Chi-square - inCV),50,0.7116796800609408,0.031655187103282426,0.8140317329646962,0.02317441506650784,0.9244234920175969,0.01850066388630437,0.7279993209404974,0.03453561255380018,0.728690669943867,0.06204834240563594,0.24136583004143788,0.07598396192980111,hydrophobic_janin,hydrophobic_kyte-doolittle,hydrophobic_eisenberg,700,460,2093,5602,
K-Neighbors (KS - inCV),50,0.6825404684821939,0.032492625149599594,0.7904118262821883,0.024510002477511585,0.925628189734586,0.02085484073613486,0.6904541210423564,0.034095437097859636,0.7137196130098943,0.06125384766972876,0.22688634361512972,0.08021375186881383,hydrophobic_janin,hydrophobic_kyte-doolittle,X5_K,731,429,2382,5313,
Decision Tree (MW - inCV),50,0.7647654415032058,0.043823927446085084,0.8550582079282983,0.0312596387150649,0.9150492334102164,0.017212915512327506,0.8044325609031492,0.05454649011193305,0.7190491706124698,0.05331028198732309,0.24668789084150938,0.08779226160785504,hydrophobic_janin,hydrophobic_eisenberg,X5_K,582,578,1505,6190,
Decision Tree (Wilcoxon - inCV),50,0.7540271694280456,0.04583328228397106,0.846961405976247,0.033283112127544714,0.9162391116977514,0.01790715853655655,0.7896103896103897,0.05738805827968669,0.7212235665016996,0.04954837733279369,0.2427169598993138,0.0862028514296329,hydrophobic_janin,hydrophobic_eisenberg,X5_K,601,559,1619,6076,
Decision Tree (Kruskal - inCV),50,0.7515539897162445,0.050950630039955584,0.843800025039321,0.03856240536889302,0.921750748118663,0.015610332422521878,0.7809099397334691,0.06559880922158931,0.725412491742415,0.05031443525688527,0.2637462664984491,0.07304334828862552,hydrophobic_janin,hydrophobic_kyte-doolittle,X5_K,646,514,1686,6009,
Decision Tree (Chi-square - inCV),50,0.7517717260204405,0.04886504866977075,0.8453033485829887,0.03563959460180508,0.9155268821964049,0.017003644785952936,0.7872557507851625,0.058911130984720325,0.7166752848482387,0.05446865296832835,0.2395985188063115,0.08958197113601184,hydrophobic_janin,hydrophobic_kyte-doolittle,hydrophobic_eisenberg,599,561,1637,6058,
Decision Tree (KS - inCV),50,0.7523303497746461,0.04340328643242493,0.8462558990435906,0.03146186619142513,0.9138908016463683,0.018069874860977334,0.7898573975044563,0.053260123894231445,0.7165009736876745,0.0550410092156504,0.2313871630698227,0.08906188897957085,hydrophobic_janin,hydrophobic_kyte-doolittle,X5_K,584,576,1617,6078,
Naive Bayes (MW - inCV),50,0.7134939376626674,0.03449291610735498,0.815049601857565,0.025970188353247384,0.9256437420187824,0.015990969691013983,0.7290450725744843,0.039280156389982786,0.73531533979424,0.05394857293715557,0.24750034945065724,0.06827904651558324,peptide_len,hydrophobic_janin,hydrophobic_engleman,708,452,2085,5610,
Naive Bayes (Wilcoxon - inCV),50,0.712242747413191,0.03184729959842564,0.8140744708916057,0.023845465785174526,0.9261156542227201,0.0159180976789692,0.7271004159239454,0.03649775887701362,0.7372917058786626,0.05259497303308897,0.24788870807138735,0.06666733824409742,peptide_len,hydrophobic_janin,hydrophobic_engleman,712,448,2100,5595,
Naive Bayes (Kruskal - inCV),50,0.6734063353012124,0.03380510009971741,0.781640645356419,0.026280511363654346,0.9306991773053009,0.018862770822000663,0.6745963840081487,0.03669872184585054,0.7412229498738451,0.055526708647671924,0.23833075328344036,0.0723418792758127,peptide_len,hydrophobic_janin,hydrophobic_engleman,772,388,2504,5191,
Naive Bayes (Chi-square - inCV),50,0.7187932457309719,0.03258578845356629,0.8183150847931961,0.024426682653262224,0.9307180463430049,0.015595163577975784,0.730992275698158,0.03663355673357181,0.7552586284843319,0.05650898173734181,0.268402071134126,0.06730860847970382,peptide_len,hydrophobic_janin,hydrophobic_engleman,740,420,2070,5625,
Naive Bayes (KS - inCV),50,0.702534120484987,0.03031340952016194,0.8050454807423292,0.022911897457302738,0.9332271163922635,0.015072128854910657,0.7085035226211697,0.03314751420878254,0.7474506482434871,0.05745079051674647,0.2651907271756269,0.06284599561352679,peptide_len,hydrophobic_janin,hydrophobic_engleman,769,391,2243,5452,
Integrated-SelectFromModel (L1-LR selector) + LR,50,0.8279997460801118,0.022153801738717106,0.9010522521900635,0.013118045886044248,0.9005690325045734,0.012962598064394848,0.9017553688141924,0.019306441647660932,0.6625188478992828,0.054745699430480535,0.24148855234659194,0.09466622637573811,peptide_len,X8_CN,X8_CV,393,767,756,6939,233.0
Integrated-SelectFromModel (L1-LR selector) + SVM,50,0.8697949596902177,0.009939024906133655,0.9296058412880805,0.005396026152185219,0.8767207162406944,0.006880213080330078,0.9893481028775147,0.008290100944977386,0.6328425483061033,0.060415257738243515,0.15612074599983647,0.11326309001135076,peptide_len,X8_CN,X8_CV,89,1071,82,7613,233.0
Integrated-SelectFromModel (L1-LR selector) + KNN,50,0.15031232146257856,0.00986565324079005,0.051889708647694474,0.02160646597695036,0.8744285714285713,0.14542767053424488,0.02690348866819455,0.011479675029492082,0.585122728164608,0.05545901930496238,-0.00374084808735604,0.06815769313553244,peptide_len,X8_CN,X8_CV,1124,36,7488,207,233.0
Integrated-SelectFromModel (L1-LR selector) + Naive Bayes,50,0.7620542118961465,0.028649187990613157,0.8585234149147202,0.01904471274213137,0.8868121914716913,0.013808385253175504,0.8326322043969102,0.032063720683930354,0.5755019035501773,0.04901129643395957,0.11007561480457989,0.0827793943994666,peptide_len,X8_CN,X8_CV,341,819,1288,6407,233.0
Integrated-SelectFromModel (RF selector) + RF,50,0.8404196026153748,0.02109354538213257,0.9075924751234724,0.012795196821025053,0.9128612727029471,0.011835133916031233,0.9026636108989049,0.020927990393213965,0.7628902562342461,0.05578524664587687,0.3211823823418561,0.08008897906968501,acidic_group,non-polar_group,charge,496,664,749,6946,233.0
Integrated-SelectFromModel (RF selector) + LR,50,0.8464140163778328,0.018967169413637425,0.9131887046898126,0.01101845856521597,0.8970869752204336,0.011241615852196523,0.930083184789067,0.017423217576415472,0.6946126270007343,0.054994473508289385,0.24930525071935905,0.09719685316784643,acidic_group,non-polar_group,charge,338,822,538,7157,233.0
Integrated-SelectFromModel (RF selector) + KNN,50,0.1391296895829366,0.007704818920673054,0.021898936380003464,0.01740124875796134,0.7421428571428571,0.3784486922931729,0.011177319412613532,0.009004393498107166,0.594111436955107,0.04166436706986362,0.00048092057791167915,0.05998943859857231,acidic_group,non-polar_group,charge,1146,14,7609,86,233.0
Integrated-RFECV (L1-LR) + LR,50,0.8275490382784231,0.022299439501787838,0.9008131040041762,0.01334715055480916,0.9000212222794127,0.013036052191979485,0.9018869365928188,0.020910705105168414,0.6659041840275856,0.053414966387991425,0.2378553185881406,0.09263390430676839,X8_WQ,X4_F,X4_D,388,772,755,6940,235.0
Integrated-RFECV (L1-LR) + KNN,50,0.18759728305719547,0.1127999043338156,0.11116108643519962,0.17511278516755327,0.8123408407382091,0.2710097745363893,0.07333078686019862,0.14059308015199645,0.5938253531539976,0.056867624978363424,0.01063390208163831,0.08221267324721174,X8_WQ,X4_F,X4_D,1097,63,7131,564,235.0
Integrated-RFECV (L1-LR) + Naive Bayes,50,0.7535802704246811,0.0486709789457838,0.8512651679647893,0.036249303750975854,0.8884075345987064,0.01373256734850422,0.8196248196248196,0.06247648195651001,0.5800582613370335,0.049149739937018266,0.11588599650084262,0.07788593608746894,X8_WQ,X4_F,X4_D,366,794,1388,6307,235.0
