Model_A,Model_B,W,p_value,z,r_effect,p_adj
Random Forest (All),Naive Bayes (Wilcoxon - inCV),147.5,2.243715799272386e-06,4.730134099404892,0.6689419795221844,0.001249749700194719
Random Forest (All),Naive Bayes (Kruskal - inCV),182.0,1.097098171236786e-05,4.397094045467201,0.6218430034129694,0.005682968527006551
Random Forest (All),Naive Bayes (Chi-square - inCV),414.5,0.03134177437513582,2.152706219758363,0.3044386331787193,1.0
Random Forest (All),Naive Bayes (KS - inCV),249.0,0.0001765778493599895,3.7503642932306436,0.5303816047326563,0.07893029866391531
Random Forest (All),Integrated-SelectFromModel (L1-LR selector) + LR,14.0,1.9539925233402755e-13,7.35190665536308,1.0397166101315487,1.6003198766156856e-10
Random Forest (All),Integrated-SelectFromModel (L1-LR selector) + SVM,3.0,8.881784197001252e-15,7.754320376295517,1.0966265043143162,7.815970093361102e-12
Random Forest (All),Integrated-SelectFromModel (L1-LR selector) + KNN,0.0,1.7763568394002505e-15,7.956038125481531,1.1251537019813398,1.8385293287792592e-12
Random Forest (All),Integrated-SelectFromModel (L1-LR selector) + Naive Bayes,0.0,1.7763568394002505e-15,7.956038125481531,1.1251537019813398,1.8385293287792592e-12
Random Forest (All),Integrated-SelectFromModel (RF selector) + RF,555.0,0.42578872247477006,0.7964186831395582,0.11263061030232838,1.0
Random Forest (All),Integrated-SelectFromModel (RF selector) + LR,40.0,8.026483828460728e-09,5.767901194195613,0.8157044095259406,5.3616911974117664e-06
Random Forest (All),Integrated-SelectFromModel (RF selector) + KNN,0.0,1.7763568394002505e-15,7.956038125481531,1.1251537019813398,1.8385293287792592e-12
Random Forest (All),Integrated-RFECV (L1-LR) + LR,14.0,1.9539925233402755e-13,7.35190665536308,1.0397166101315487,1.6003198766156856e-10
Random Forest (All),Integrated-RFECV (L1-LR) + KNN,0.0,1.7763568394002505e-15,7.956038125481531,1.1251537019813398,1.8385293287792592e-12
Random Forest (All),Integrated-RFECV (L1-LR) + Naive Bayes,0.0,1.7763568394002505e-15,7.956038125481531,1.1251537019813398,1.8385293287792592e-12
Logistic Regression (All),SVM (All),52.0,1.5856613793114016e-08,5.652027582044008,0.7993174061433447,1.0243372510351655e-05
Logistic Regression (All),K-Neighbors (All),0.0,1.7763568394002505e-15,7.956038125481531,1.1251537019813398,1.8385293287792592e-12
Logistic Regression (All),Decision Tree (All),595.0,0.6876822045635382,0.4020024753210993,0.0568517352706654,1.0
Logistic Regression (All),Naive Bayes (All),1.0,3.552713678800501e-15,7.869777910570139,1.1129546653992488,3.318234575999668e-12
Logistic Regression (All),Random Forest (MW - inCV),188.0,1.4301923014250588e-05,-4.339174036086732,-0.6136518771331058,0.007351188429324802
Logistic Regression (All),Random Forest (Wilcoxon - inCV),156.5,3.4291923850027236e-06,-4.643281128716469,-0.6566591146141882,0.0018826266193664952
