Random Forest (All),Logistic Regression (All),SVM (All),K-Neighbors (All),Decision Tree (All),Naive Bayes (All),Random Forest (MW - inCV),Random Forest (Wilcoxon - inCV),Random Forest (Kruskal - inCV),Random Forest (Chi-square - inCV),Random Forest (KS - inCV),Logistic Regression (MW - inCV),Logistic Regression (Wilcoxon - inCV),Logistic Regression (Kruskal - inCV),Logistic Regression (Chi-square - inCV),Logistic Regression (KS - inCV),SVM (MW - inCV),SVM (Wilcoxon - inCV),SVM (Kruskal - inCV),SVM (Chi-square - inCV),SVM (KS - inCV),K-Neighbors (MW - inCV),K-Neighbors (Wilcoxon - inCV),K-Neighbors (Kruskal - inCV),K-Neighbors (Chi-square - inCV),K-Neighbors (KS - inCV),Decision Tree (MW - inCV),Decision Tree (Wilcoxon - inCV),Decision Tree (Kruskal - inCV),Decision Tree (Chi-square - inCV),Decision Tree (KS - inCV),Naive Bayes (MW - inCV),Naive Bayes (Wilcoxon - inCV),Naive Bayes (Kruskal - inCV),Naive Bayes (Chi-square - inCV),Naive Bayes (KS - inCV),Integrated-SelectFromModel (L1-LR selector) + LR,Integrated-SelectFromModel (L1-LR selector) + SVM,Integrated-SelectFromModel (L1-LR selector) + KNN,Integrated-SelectFromModel (L1-LR selector) + Naive Bayes,Integrated-SelectFromModel (RF selector) + RF,Integrated-SelectFromModel (RF selector) + LR,Integrated-SelectFromModel (RF selector) + KNN,Integrated-RFECV (L1-LR) + LR,Integrated-RFECV (L1-LR) + KNN,Integrated-RFECV (L1-LR) + Naive Bayes
0.825487012987013,0.7654220779220778,0.7816558441558442,0.7117153679653679,0.7961309523809524,0.7717803030303031,0.8495670995670995,0.8395562770562771,0.825487012987013,0.8444264069264068,0.851461038961039,0.8219696969696969,0.8357683982683982,0.7654220779220778,0.8417207792207791,0.8449675324675325,0.7026515151515151,0.7470238095238095,0.7816558441558442,0.7583874458874459,0.800595238095238,0.8419913419913421,0.8246753246753247,0.7117153679653679,0.8285984848484848,0.8264339826839826,0.8092532467532468,0.7307900432900433,0.7961309523809524,0.8015422077922078,0.8015422077922078,0.8298160173160173,0.7943722943722943,0.7717803030303031,0.8406385281385281,0.8390151515151515,0.6934523809523809,0.7754329004329004,0.728219696969697,0.7332251082251081,0.8444264069264068,0.7337662337662338,0.6655844155844157,0.6567911255411255,0.6969696969696969,0.7155032467532467
0.7323546019198193,0.7012987012987012,0.7540937323546019,0.7577639751552794,0.7250141163184642,0.551665725578769,0.7447769621682666,0.7789384528514963,0.7323546019198193,0.7586109542631282,0.7679277244494637,0.7628458498023716,0.7555053642010163,0.7012987012987012,0.7761151891586674,0.7820440429136081,0.6437041219649916,0.6304347826086957,0.7540937323546019,0.6499153020892151,0.6561264822134387,0.7293901750423489,0.7041219649915302,0.7577639751552794,0.6890175042348956,0.6829474872953134,0.6534443817052513,0.7001693958215698,0.7250141163184642,0.6252117447769621,0.6201298701298701,0.704686617730096,0.7275550536420102,0.551665725578769,0.7309429700734049,0.7377188029361943,0.6267645398080182,0.7540937323546019,0.7577639751552794,0.551665725578769,0.7814793901750423,0.780067758328628,0.6479390175042349,0.7035573122529645,0.6887351778656127,0.6686900056465274
0.7783738001129306,0.6993224167137211,0.7862789384528515,0.7327780914737436,0.7409655561829475,0.6051665725578769,0.7795031055900621,0.7371541501976285,0.7783738001129306,0.7800677583286278,0.7831733483907396,0.8097120271033315,0.8037831733483908,0.6993224167137211,0.8091473743647657,0.8057594579333711,0.6979107848673066,0.7075098814229248,0.7862789384528515,0.6490683229813664,0.6617730095990966,0.7128740824392998,0.6911349520045172,0.7327780914737436,0.6689723320158103,0.7188029361942405,0.7893845285149633,0.7255787690570299,0.7409655561829475,0.770892151326934,0.7231789949181253,0.7727272727272727,0.7665160926030492,0.6051665725578769,0.7828910220214569,0.7840203274985883,0.5976849237718802,0.7862789384528515,0.7327780914737436,0.6051665725578769,0.7922077922077922,0.6445511010728402,0.5691699604743083,0.64257481648786,0.6277526821005082,0.567476002258611
0.7795031055900622,0.7377188029361942,0.7315076228119706,0.733201581027668,0.6974872953133823,0.7508469791078487,0.7492941840767927,0.7210615471485037,0.7795031055900622,0.7413890457368718,0.7583286278938453,0.7625635234330886,0.7476002258610954,0.7377188029361942,0.7625635234330886,0.7625635234330886,0.7123094297007341,0.7329192546583851,0.7315076228119706,0.7123094297007341,0.7123094297007341,0.704686617730096,0.7041219649915302,0.733201581027668,0.704686617730096,0.704686617730096,0.8222755505364202,0.7010163749294185,0.6974872953133823,0.8222755505364202,0.8222755505364202,0.76171654432524,0.7340485601355167,0.7508469791078487,0.76171654432524,0.76171654432524,0.653020892151327,0.7315076228119706,0.733201581027668,0.7508469791078487,0.7603049124788255,0.7346132128740823,0.6669960474308301,0.7737154150197628,0.7724449463579899,0.8105590062111802
0.6840767927724449,0.6516092603049125,0.7238848108413326,0.757905138339921,0.6427159796725013,0.6307171089779786,0.6549971767363072,0.6386222473178995,0.6840767927724449,0.6880293619424054,0.6928289102202145,0.6309994353472614,0.6309994353472614,0.6516092603049125,0.6699604743083003,0.668266516092603,0.6821005081874647,0.6821005081874647,0.7238848108413326,0.6487859966120835,0.673630717108978,0.685347261434218,0.685347261434218,0.757905138339921,0.6788537549407114,0.6624788255223037,0.6360813099943535,0.6360813099943535,0.6427159796725013,0.7571993224167137,0.7571993224167137,0.6137775268210051,0.6137775268210051,0.6307171089779786,0.6459627329192547,0.6476566911349521,0.6256352343308865,0.7238848108413326,0.757905138339921,0.6307171089779786,0.6775832862789385,0.6030491247882552,0.6105307735742519,0.5982495765104461,0.6291643139469226,0.5831451157538113
0.7444946357989836,0.670807453416149,0.7461885940146809,0.6143421795595708,0.7049689440993789,0.6607848673066065,0.7258610954263127,0.7207792207792207,0.7444946357989836,0.7012987012987012,0.6962168266516092,0.7329192546583851,0.7363071710897798,0.670807453416149,0.7289666854884247,0.7391304347826086,0.6075663466967816,0.580180688876341,0.7461885940146809,0.5999435347261435,0.5990965556182948,0.6973461321287407,0.6221061547148503,0.6143421795595708,0.6384810841332581,0.6345285149632977,0.7141445511010729,0.659373235460192,0.7049689440993789,0.6919819311123658,0.6857707509881423,0.7425183512140034,0.7309429700734048,0.6607848673066065,0.7439299830604178,0.7481648785996612,0.646386222473179,0.7461885940146809,0.6143421795595708,0.6607848673066065,0.7552230378317334,0.6626199887069452,0.584274421230943,0.6465273856578205,0.6792772444946358,0.637492941840768
0.7004517221908526,0.7106154714850367,0.712591756070017,0.673630717108978,0.7075098814229248,0.7128740824392998,0.689158667419537,0.6773009599096556,0.7004517221908526,0.6801242236024845,0.6880293619424054,0.71485036702428,0.7267080745341615,0.7106154714850367,0.7162619988706945,0.715132693393563,0.6307171089779786,0.6078486730660644,0.712591756070017,0.6391869000564653,0.6335403726708075,0.6788537549407115,0.6710897797854319,0.673630717108978,0.6747600225861096,0.6788537549407114,0.6945228684359119,0.6945228684359119,0.7075098814229248,0.687888198757764,0.6945228684359119,0.7557876905702993,0.7662337662337663,0.7128740824392998,0.7557876905702992,0.7560700169395822,0.6589497459062676,0.712591756070017,0.673630717108978,0.7128740824392998,0.7021456804065499,0.6535855448898926,0.5471485036702428,0.6871823828345567,0.5927442123094296,0.7080745341614906
0.7843026538678712,0.8006775832862789,0.8283455674760023,0.6191417278373801,0.7389892715979673,0.6466685488424618,0.7343308865047995,0.7340485601355166,0.7843026538678712,0.7394127611518916,0.7518351214003387,0.7851496329757198,0.7735742518351213,0.8006775832862789,0.7851496329757198,0.7797854319593449,0.6722190852625636,0.6894409937888198,0.8283455674760023,0.6722190852625636,0.7049689440993789,0.7401185770750989,0.7223320158102766,0.6191417278373801,0.7401185770750989,0.7250141163184641,0.7466120835686053,0.6492094861660079,0.7389892715979673,0.7337662337662338,0.7401185770750989,0.7699040090344439,0.7501411631846415,0.6466685488424618,0.7699040090344439,0.7837380011293055,0.7182382834556748,0.8283455674760023,0.6191417278373801,0.6466685488424618,0.7766798418972332,0.7814793901750423,0.6046019198193111,0.7857142857142857,0.7886787125917561,0.8128176171654432
0.7504234895539243,0.754093732354602,0.7569169960474308,0.7190852625635235,0.7193675889328063,0.6391869000564653,0.7715979672501411,0.7498588368153586,0.7504234895539243,0.7476002258610954,0.7467532467532468,0.7679277244494636,0.7447769621682665,0.754093732354602,0.7679277244494636,0.766798418972332,0.6691134952004518,0.5863918690005647,0.7569169960474308,0.6691134952004518,0.652738565782044,0.7234613212874081,0.7267080745341615,0.7190852625635235,0.7234613212874081,0.7172501411631846,0.7587521174477697,0.7388481084133258,0.7193675889328063,0.762987012987013,0.7598814229249011,0.7560700169395822,0.7134387351778657,0.6391869000564653,0.7560700169395822,0.7566346696781479,0.766798418972332,0.7569169960474308,0.7190852625635235,0.6391869000564653,0.7436476566911349,0.6713721061547149,0.6612083568605308,0.7363071710897798,0.7378599661208357,0.7213438735177866
0.8858932461873638,0.809368191721133,0.7962962962962963,0.7344771241830065,0.7219498910675382,0.7336601307189542,0.8627450980392157,0.8583877995642701,0.8858932461873638,0.8627450980392156,0.8578431372549019,0.8897058823529412,0.8790849673202614,0.809368191721133,0.8897058823529412,0.8845315904139434,0.7431917211328976,0.7633442265795207,0.7962962962962963,0.7431917211328976,0.716230936819172,0.7828159041394337,0.8115468409586056,0.7344771241830065,0.7828159041394337,0.7617102396514162,0.7324346405228758,0.6948529411764705,0.7219498910675382,0.7324346405228758,0.7324346405228758,0.8613834422657952,0.8586601307189543,0.7336601307189542,0.8613834422657952,0.8608387799564269,0.7475490196078431,0.8082788671023965,0.7546296296296298,0.7121459694989107,0.8624727668845316,0.7513616557734204,0.7606209150326797,0.837962962962963,0.8254357298474945,0.8041938997821351
